title;author;booklink;ratingscount;rating;genre1;genre2;genre3;genre4
The Spirit Lens (Collegia Magica, #1);Carol Berg;https://goodreads.com/book/show/6678976-the-spirit-lens;2206;3,68;Fantasy;Mystery;Fiction;Fantasy
The Gunpowder Plot (Paperback);Antonia Fraser;https://goodreads.com/book/show/145374.The_Gunpowder_Plot;1355;3,83;History;Nonfiction;European Literature;British Literature
The Lucifer Code (Thomas Lourds, #2);Charles Brokaw;https://goodreads.com/book/show/7959780-the-lucifer-code;1616;3,56;Thriller;Fiction;Mystery;Adventure
High Treason 2: The Great Cover-up: The Assassination of President John F. Kennedy (Paperback);Harrison Edward Livingstone;https://goodreads.com/book/show/479689.High_Treason_2;64;3,70;History;Crime;True Crime;Nonfiction
Child 44 (Leo Demidov, #1);Tom Rob Smith;https://goodreads.com/book/show/2161733.Child_44;65305;4,09;Fiction;Historical;Historical Fiction;Mystery
The Lost Tomb (Jack Howard, #3);David Gibbins;https://goodreads.com/book/show/6255805-the-lost-tomb;2787;3,73;Thriller;Fiction;Adventure;Historical
First Family (Sean King & Michelle Maxwell, #4);David Baldacci;https://goodreads.com/book/show/5509321-first-family;31285;4,02;Fiction;Thriller;Mystery;Suspense
Adrenaline (Sam Capra, #1);Jeff Abbott;https://goodreads.com/book/show/8507619-adrenaline;5277;3,82;Thriller;Fiction;Mystery;Suspense
A Clockwork Orange (Paperback);Anthony Burgess;https://goodreads.com/book/show/41817486-a-clockwork-orange;532558;3,99;Classics;Fiction;Science Fiction;Science Fiction
Diary (Paperback);Chuck Palahniuk;https://goodreads.com/book/show/22284.Diary;66536;3,61;Fiction;Horror;Contemporary;Thriller
Deliver Us from Evil (A. Shaw, #2);David Baldacci;https://goodreads.com/book/show/7277715-deliver-us-from-evil;23492;4,01;Thriller;Fiction;Mystery;Suspense
The Maltese Falcon (Paperback);Dashiell Hammett;https://goodreads.com/book/show/29999.The_Maltese_Falcon;77410;3,91;Mystery;Fiction;Classics;Mystery
The Vile Village (A Series of Unfortunate Events, #7);Lemony Snicket;https://goodreads.com/book/show/150037.The_Vile_Village;109802;3,95;Fiction;Young Adult;Childrens;Fantasy
The Penultimate Peril (A Series of Unfortunate Events, #12);Lemony Snicket;https://goodreads.com/book/show/65110.The_Penultimate_Peril;81562;4,04;Fiction;Young Adult;Childrens;Mystery
The Carnivorous Carnival (A Series of Unfortunate Events, #9);Lemony Snicket;https://goodreads.com/book/show/324277.The_Carnivorous_Carnival;100221;3,98;Fiction;Young Adult;Childrens;Fantasy
The Assassination of Robert F. Kennedy (Paperback);William W.  Turner;https://goodreads.com/book/show/320737.The_Assassination_of_Robert_F_Kennedy;101;4,03;History;Crime;True Crime;Nonfiction
The Hostile Hospital (A Series of Unfortunate Events, #8);Lemony Snicket;https://goodreads.com/book/show/65118.The_Hostile_Hospital;89334;3,97;Fiction;Young Adult;Childrens;Fantasy
Mass Control (Paperback);Jim Keith;https://goodreads.com/book/show/687260.Mass_Control;76;3,99;Nonfiction;Psychology;Sociology;Reference
The Plot: The Secret Story of the Protocols of the Elders of Zion (Paperback);Will Eisner;https://goodreads.com/book/show/33478.The_Plot;1403;3,73;Sequential Art;Comics;Sequential Art;Graphic Novels
The Assassinations: Probe Magazine on JFK, MLK, RFK and Malcolm X (Paperback);James DiEugenio;https://goodreads.com/book/show/320740.The_Assassinations;85;4,22;Crime;True Crime;History;North American Hi...
The Princess Bride (Paperback);William Goldman;https://goodreads.com/book/show/21787.The_Princess_Bride;710721;4,26;Fantasy;Fiction;Classics;Romance
Abraham Lincoln: Vampire Hunter (Abraham Lincoln: Vampire Hunter, #1);Seth Grahame-Smith;https://goodreads.com/book/show/7108001-abraham-lincoln;124205;3,70;Fiction;Historical;Historical Fiction;Fantasy
The Graveyard Book (Hardcover);Neil Gaiman;https://goodreads.com/book/show/2213661.The_Graveyard_Book;389437;4,13;Fantasy;Young Adult;Fiction;Horror
Genesis Revisited (Earth Chronicles, #4.5);Zecharia Sitchin;https://goodreads.com/book/show/947066.Genesis_Revisited;880;4,09;Nonfiction;History;Spirituality;New Age
Tempest (Tempest, #1);Julie Cross;https://goodreads.com/book/show/11455096-tempest;12459;3,71;Young Adult;Science Fiction;Time Travel;Fantasy
The Sacred Blood (Hardcover);Michael Byrnes;https://goodreads.com/book/show/3839564-the-sacred-blood;1069;3,92;Thriller;Fiction;Historical;Historical Fiction
Night School (Night School, #1);C.J. Daugherty;https://goodreads.com/book/show/12576579-night-school;15184;4,03;Young Adult;Mystery;Fantasy;Romance
The Element Encyclopedia of Secret Societies and Hidden History: The Ultimate A-Z of Ancient Mysteries, Lost Civilizations and Forgotten Wisdom (Hardcover);John Michael Greer;https://goodreads.com/book/show/589862.The_Element_Encyclopedia_of_Secret_Societies_and_Hidden_History;185;4,11;Nonfiction;Reference;History;Occult
Red Rabbit (Jack Ryan Universe, #3);Tom Clancy;https://goodreads.com/book/show/19707.Red_Rabbit;23775;3,67;Fiction;Thriller;Spy Thriller;Espionage
The Client (Paperback);John Grisham;https://goodreads.com/book/show/5359.The_Client;359774;3,99;Fiction;Mystery;Thriller;Mystery
The Man with the Golden Torc (Secret Histories, #1);Simon R. Green;https://goodreads.com/book/show/155459.The_Man_with_the_Golden_Torc;9425;3,85;Fantasy;Urban Fantasy;Fantasy;Fantasy
Matched (Matched, #1);Ally Condie;https://goodreads.com/book/show/7735333-matched;597696;3,67;Young Adult;Science Fiction;Dystopia;Romance
Daemons Are Forever (Secret Histories, #2);Simon R. Green;https://goodreads.com/book/show/2185113.Daemons_Are_Forever;5275;3,89;Fantasy;Urban Fantasy;Fantasy;Fiction
Pretties (Uglies, #2);Scott Westerfeld;https://goodreads.com/book/show/24768.Pretties;218524;3,85;Young Adult;Science Fiction;Dystopia;Science Fiction
Heat Rises (Nikki Heat, #3);Richard Castle;https://goodreads.com/book/show/10532477-heat-rises;16300;3,92;Mystery;Fiction;Mystery;Crime
Dark Mysteries of the Vatican (Paperback);H. Paul Jeffers;https://goodreads.com/book/show/7564633-dark-mysteries-of-the-vatican;182;3,07;Nonfiction;History;Religion;Politics
Conspiracies (Repairman Jack, #3);F. Paul Wilson;https://goodreads.com/book/show/62552.Conspiracies;4008;4,10;Horror;Thriller;Fantasy;Fantasy
American Gods (Kindle Edition);Neil Gaiman;https://goodreads.com/book/show/30165203-american-gods;662721;4,11;Fantasy;Fiction;Fantasy;Urban Fantasy
Seraphina (Seraphina, #1);Rachel Hartman;https://goodreads.com/book/show/19549841-seraphina;70342;3,97;Fantasy;Young Adult;Fantasy;Dragons
Altar of Bones (Hardcover);Philip Carter;https://goodreads.com/book/show/9376703-altar-of-bones;3093;3,70;Thriller;Fiction;Mystery;Suspense
The Death of a President: November 1963 (Hardcover);William Manchester;https://goodreads.com/book/show/1106474.The_Death_of_a_President;3856;4,22;History;Nonfiction;Politics;Biography
Vatican Assassins: Wounded In The House Of My Friends;Eric Jon Phelps;https://goodreads.com/book/show/1511241.Vatican_Assassins;20;4,30;Nonfiction;History;Religion;Christianity
Born in Blood: The Lost Secrets of Freemasonry (Hardcover);John J. Robinson;https://goodreads.com/book/show/823654.Born_in_Blood;992;3,92;History;Nonfiction;Occult;Religion
Occult America: The Secret History of How Mysticism Shaped Our Nation (Hardcover);Mitch Horowitz;https://goodreads.com/book/show/6552924-occult-america;1006;3,51;History;Nonfiction;Occult;Religion
Body of Secrets: Anatomy of the Ultra-Secret National Security Agency from the Cold War Through the Dawn of a New Century (Paperback);James Bamford;https://goodreads.com/book/show/345074.Body_of_Secrets;1527;3,91;History;Nonfiction;Politics;Spy Thriller
Red, White, and Blood (Nathaniel Cade #3);Christopher Farnsworth;https://goodreads.com/book/show/12695591-red-white-and-blood;3415;4,09;Fantasy;Urban Fantasy;Horror;Paranormal
The Franklin Scandal: A Story of Powerbrokers, Child Abuse & Betrayal (Hardcover);Nick Bryant;https://goodreads.com/book/show/726441.The_Franklin_Scandal;234;4,15;Crime;True Crime;Nonfiction;Politics
The Janson Directive (Paul Janson, #1);Robert Ludlum;https://goodreads.com/book/show/31226.The_Janson_Directive;8046;3,86;Fiction;Thriller;Spy Thriller;Espionage
Leviathan (Illuminatus, #3);Robert Shea;https://goodreads.com/book/show/129128.Leviathan;1056;4,17;Science Fiction;Fiction;Fantasy;Humor
Slated (Slated, #1);Teri Terry;https://goodreads.com/book/show/12743472-slated;23108;4,07;Young Adult;Science Fiction;Dystopia;Science Fiction
The Hades Factor (Covert-One, #1);Robert Ludlum;https://goodreads.com/book/show/644982.The_Hades_Factor;9515;3,88;Thriller;Fiction;Mystery;Spy Thriller
The Prometheus Deception (Paperback);Robert Ludlum;https://goodreads.com/book/show/31228.The_Prometheus_Deception;8504;3,70;Fiction;Thriller;Mystery;Spy Thriller
Frozen Heat (Nikki Heat, #4);Richard Castle;https://goodreads.com/book/show/13482355-frozen-heat;12707;3,98;Mystery;Fiction;Mystery;Crime
All the President's Men (Paperback);Carl Bernstein;https://goodreads.com/book/show/96123.All_the_President_s_Men;42067;4,19;History;Nonfiction;Politics;Writing
Our Haunted Planet (Unknown Binding);John A. Keel;https://goodreads.com/book/show/98874.Our_Haunted_Planet;331;3,85;Fantasy;Paranormal;Nonfiction;Occult
Scent of Magic (Healer, #2);Maria V. Snyder;https://goodreads.com/book/show/12027429-scent-of-magic;21190;4,12;Fantasy;Young Adult;Fantasy;Magic
Flicker (Paperback);Theodore Roszak;https://goodreads.com/book/show/243162.Flicker;1355;4,01;Fiction;Horror;Mystery;Culture
Batman, Volume 1: The Court of Owls (Hardcover);Scott Snyder;https://goodreads.com/book/show/13223349-batman-volume-1;37947;4,31;Sequential Art;Comics;Sequential Art;Graphic Novels
Blood of Angels (Straw Men);Michael Marshall;https://goodreads.com/book/show/128641.Blood_of_Angels;1456;3,91;Thriller;Mystery;Crime;Fiction
The Nosferatu Scroll (Chris Bronson, #4);James Becker;https://goodreads.com/book/show/11699295-the-nosferatu-scroll;953;3,49;Fiction;Mystery;Thriller;Horror
Two Graves (Pendergast, #12);Douglas Preston;https://goodreads.com/book/show/14889780-two-graves;18286;4,04;Mystery;Thriller;Fiction;Thriller
See No Evil: The True Story of a Ground Soldier in the CIA's War on Terrorism (Paperback);Robert B. Baer;https://goodreads.com/book/show/9073.See_No_Evil;4394;3,93;Nonfiction;History;Politics;Spy Thriller
Xenocide (Ender's Saga, #3);Orson Scott Card;https://goodreads.com/book/show/8648.Xenocide;128728;3,79;Science Fiction;Fiction;Fantasy;Science Fiction Fantasy
Book of Souls (Will Piper, #2);Glenn Cooper;https://goodreads.com/book/show/6670965-book-of-souls;5501;3,83;Thriller;Mystery;Fiction;Historical
The Secret Servant (Gabriel Allon, #7);Daniel Silva;https://goodreads.com/book/show/93796.The_Secret_Servant;19971;4,27;Thriller;Fiction;Mystery;Spy Thriller
Underground Bases & Tunnels: What Is the Government Trying to Hide? (Paperback);Richard Sauder;https://goodreads.com/book/show/156159.Underground_Bases_Tunnels;38;3,66;Nonfiction;Science Fiction;Aliens;Politics
The English Assassin (Gabriel Allon, #2);Daniel Silva;https://goodreads.com/book/show/93795.The_English_Assassin;25613;4,14;Thriller;Fiction;Mystery;Spy Thriller
Alien Contact: Top-Secret UFO Files Revealed (Paperback);Timothy Good;https://goodreads.com/book/show/602596.Alien_Contact;128;3,73;Nonfiction;Fantasy;Paranormal;Science Fiction
The Girl in the Steel Corset (Steampunk Chronicles, #1);Kady Cross;https://goodreads.com/book/show/9166877-the-girl-in-the-steel-corset;20625;3,81;Young Adult;Romance;Historical;Historical Fiction
The Orphan Uprising (The Orphan Trilogy, #3);James Morcan;https://goodreads.com/book/show/25419228-the-orphan-uprising;204;4,20;Thriller;Fiction;Thriller;Spy Thriller
Revived (Hardcover);Cat Patrick;https://goodreads.com/book/show/12681233-revived;8874;3,79;Young Adult;Science Fiction;Romance;Fantasy
Reclaiming History: The Assassination of John F. Kennedy (Hardcover);Vincent Bugliosi;https://goodreads.com/book/show/203795.Reclaiming_History;1142;4,09;History;Nonfiction;Crime;True Crime
The Manhattan Projects, Vol. 1: Science. Bad. (Paperback);Jonathan Hickman;https://goodreads.com/book/show/15736709-the-manhattan-projects-vol-1;7072;3,88;Sequential Art;Comics;Sequential Art;Graphic Novels
Obama: The Postmodern Coup: Making of a Manchurian Candidate (Paperback);Webster Griffin Tarpley;https://goodreads.com/book/show/3204420-obama;30;3,80;Politics;Nonfiction;History;The United States Of America
The Manhattan Projects, Vol. 2: They Rule (Paperback);Jonathan Hickman;https://goodreads.com/book/show/17124883-the-manhattan-projects-vol-2;3525;4,00;Sequential Art;Comics;Sequential Art;Graphic Novels
The Lions of Lucerne (Scot Harvath, #1);Brad Thor;https://goodreads.com/book/show/206196.The_Lions_of_Lucerne;27399;4,05;Thriller;Fiction;Mystery;Action
The Troubled Man (Kurt Wallander, #10);Henning Mankell;https://goodreads.com/book/show/8755555-the-troubled-man;13359;3,98;Mystery;Mystery;Crime;Fiction
The Occult Conspiracy: Secret Societies--Their Influence and Power in World History (Paperback);Michael Howard;https://goodreads.com/book/show/806656.The_Occult_Conspiracy;65;3,28;Nonfiction;History;Occult;Religion
Moonraker (James Bond, #3);Ian Fleming;https://goodreads.com/book/show/3750.Moonraker;17468;3,73;Fiction;Thriller;Spy Thriller;Espionage
The Shock Doctrine: The Rise of Disaster Capitalism (Hardcover);Naomi Klein;https://goodreads.com/book/show/1237300.The_Shock_Doctrine;32768;4,23;Nonfiction;Politics;Economics;History
The Darkest Minds (The Darkest Minds, #1);Alexandra Bracken;https://goodreads.com/book/show/10576365-the-darkest-minds;126780;4,21;Young Adult;Science Fiction;Dystopia;Fantasy
Programmed to Kill: The Politics of Serial Murder (Paperback);David McGowan;https://goodreads.com/book/show/919537.Programmed_to_Kill;163;4,06;Crime;True Crime;Nonfiction;Politics
The Rise and Fall of the Nephilim: The Untold Story of Fallen Angels, Giants on the Earth, and Their Extraterrestrial Origins (Paperback);Scott Alan Roberts;https://goodreads.com/book/show/11446806-the-rise-and-fall-of-the-nephilim;170;3,61;Nonfiction;Religion;History;Fantasy
The Devil's Bed (Paperback);William Kent Krueger;https://goodreads.com/book/show/363496.The_Devil_s_Bed;1901;3,98;Mystery;Fiction;Thriller;Mystery Thriller
The Book of Blood and Shadow (Library Binding);Robin Wasserman;https://goodreads.com/book/show/11378763-the-book-of-blood-and-shadow;5157;3,56;Young Adult;Mystery;Fantasy;Fantasy
The Tower (Sancti Trilogy #3);Simon Toyne;https://goodreads.com/book/show/16065633-the-tower;2868;4,07;Fiction;Thriller;Mystery;Fantasy
The Heretic's Treasure (Ben Hope #4);Scott Mariani;https://goodreads.com/book/show/6450320-the-heretic-s-treasure;2741;4,06;Thriller;Fiction;Adventure;Action
Hard as It Gets (Hard Ink, #1);Laura Kaye;https://goodreads.com/book/show/18680106-hard-as-it-gets;16149;4,01;Romance;Romance;Romantic Suspense;War
White Fire (Pendergast, #13);Douglas Preston;https://goodreads.com/book/show/17159011-white-fire;19078;4,08;Mystery;Thriller;Fiction;Suspense
Founding Fathers, Secret Societies: Freemasons, Illuminati, Rosicrucians, and the Decoding of the Great Seal (Paperback);Robert Hieronimus;https://goodreads.com/book/show/4228.Founding_Fathers_Secret_Societies;121;3,40;History;Nonfiction;North American Hi...;American History
Pure (Pure, #1);Julianna Baggott;https://goodreads.com/book/show/9680114-pure;22609;3,74;Young Adult;Romance;Science Fiction;Apocalyptic
Alliance (The Paladin Prophecy, #2);Mark Frost;https://goodreads.com/book/show/17797268-alliance;4745;3,95;Fantasy;Young Adult;Science Fiction;Fantasy
Written in Red (The Others, #1);Anne Bishop;https://goodreads.com/book/show/15711341-written-in-red;43780;4,28;Fantasy;Fantasy;Urban Fantasy;Fantasy
The Luminaries (Hardcover);Eleanor Catton;https://goodreads.com/book/show/17333230-the-luminaries;56562;3,72;Fiction;Historical;Historical Fiction;Mystery
"Endgame (Black Ops, #3; Conspiracy 365, #17)";Gabrielle Lord;https://goodreads.com/book/show/18462599-endgame;203;4,32;Young Adult;Thriller;Mystery Thriller;Action
The October List (Hardcover);Jeffery Deaver;https://goodreads.com/book/show/17368273-the-october-list;6629;3,45;Mystery;Thriller;Fiction;Mystery
The 39 Steps (Richard Hannay, #1);John Buchan;https://goodreads.com/book/show/153492.The_39_Steps;25364;3,61;Fiction;Classics;Mystery;Thriller
A Cruel and Shocking Act: The Secret History of the Kennedy Assassination (Hardcover);Philip Shenon;https://goodreads.com/book/show/17740743-a-cruel-and-shocking-act;889;4,08;History;Nonfiction;North American Hi...;American History
Cress (The Lunar Chronicles, #3);Marissa Meyer;https://goodreads.com/book/show/13206828-cress;232921;4,45;Young Adult;Fantasy;Science Fiction;Romance
The Thief (The Queen's Thief, #1);Megan Whalen Turner;https://goodreads.com/book/show/448873.The_Thief;56408;3,89;Fantasy;Young Adult;Fiction;Adventure
The Well of Ascension (Mistborn, #2);Brandon Sanderson;https://goodreads.com/book/show/68429.The_Well_of_Ascension;228018;4,37;Fantasy;Fiction;Fantasy;Epic Fantasy
Atlantis, Alien Visitation & Genetic Manipulation (Paperback);Michael Tsarion;https://goodreads.com/book/show/1864505.Atlantis_Alien_Visitation_Genetic_Manipulation;182;4,20;History;Nonfiction;History;Ancient History
The Strain (The Strain Trilogy, #1);Guillermo del Toro;https://goodreads.com/book/show/6065215-the-strain;73292;3,78;Horror;Science Fiction;Fantasy;Supernatural
Jack the Ripper: The Final Solution (Paperback);Stephen Knight;https://goodreads.com/book/show/757818.Jack_the_Ripper;371;3,47;Crime;True Crime;History;Nonfiction
The Winter Queen (Erast Fandorin Mysteries, #1);Boris Akunin;https://goodreads.com/book/show/61463.The_Winter_Queen;9442;3,88;Mystery;Fiction;Historical;Historical Fiction
Deadlocked (Sookie Stackhouse, #12);Charlaine Harris;https://goodreads.com/book/show/10407279-deadlocked;88367;3,67;Fantasy;Paranormal;Vampires;Fantasy
Dead Ever After (Sookie Stackhouse, #13);Charlaine Harris;https://goodreads.com/book/show/15985348-dead-ever-after;72795;3,44;Fantasy;Paranormal;Vampires;Fantasy
The Tavistock Institute of Human Relations: Shaping The Moral, Spiritual, Cultural, And Political. And Economic Decline Of The United States Of America (Paperback);John Coleman;https://goodreads.com/book/show/7863459-the-tavistock-institute-of-human-relations;43;4,09;Nonfiction;Economics;Politics;History
Dust (Silo, #3);Hugh Howey;https://goodreads.com/book/show/17855756-dust;61691;4,26;Science Fiction;Fiction;Science Fiction;Dystopia
Hotwire (Maggie O'Dell, #9);Alex Kava;https://goodreads.com/book/show/9729595-hotwire;3713;3,86;Mystery;Thriller;Fiction;Suspense
City of Stairs (The Divine Cities, #1);Robert Jackson Bennett;https://goodreads.com/book/show/20174424-city-of-stairs;21271;4,13;Fantasy;Fiction;Mystery;Fantasy
Eon: Dragoneye Reborn (Eon, #1);Alison Goodman;https://goodreads.com/book/show/2986865-eon;51340;3,98;Fantasy;Young Adult;Fantasy;Dragons
The Winner's Curse (The Winner's Trilogy, #1);Marie Rutkoski;https://goodreads.com/book/show/16069030-the-winner-s-curse;81579;4,01;Fantasy;Young Adult;Romance;Science Fiction
Annihilation (Southern Reach, #1);Jeff VanderMeer;https://goodreads.com/book/show/17934530-annihilation;125534;3,67;Science Fiction;Fiction;Horror;Fantasy
Technology of the Gods: The Incredible Sciences of the Ancients (Paperback);David Hatcher Childress;https://goodreads.com/book/show/450839.Technology_of_the_Gods;679;3,99;History;Nonfiction;Science;Science Fiction
American Assassin (Mitch Rapp, #1);Vince Flynn;https://goodreads.com/book/show/7959473-american-assassin;64838;4,23;Thriller;Fiction;Spy Thriller;Espionage
The Emperor's Blades (Chronicle of the Unhewn Throne, #1);Brian Staveley;https://goodreads.com/book/show/17910124-the-emperor-s-blades;29953;4,13;Fantasy;Fantasy;Epic Fantasy;Fiction
The Hooked X: Key to the Secret History of North America (Paperback);Scott Wolter;https://goodreads.com/book/show/6764234-the-hooked-x;219;3,65;History;Nonfiction;History;Archaeology
Ink and Bone (The Great Library, #1);Rachel Caine;https://goodreads.com/book/show/20643052-ink-and-bone;18639;3,96;Fantasy;Young Adult;Fiction;Science Fiction
True World History: Humanity's Saga (Kindle Edition);Stewart A. Swerdlow;https://goodreads.com/book/show/20621195-true-world-history;50;3,92;Nonfiction;History;History;Ancient History
Whiskey Tango Foxtrot (Hardcover);David Shafer;https://goodreads.com/book/show/19161864-whiskey-tango-foxtrot;5644;3,49;Fiction;Thriller;Science Fiction;Mystery
MIND MGMT, Volume One: The Manager (Hardcover);Matt Kindt;https://goodreads.com/book/show/16255052-mind-mgmt-volume-one;3428;4,01;Sequential Art;Graphic Novels;Sequential Art;Comics
The Looming Tower: Al-Qaeda and the Road to 9/11 (Hardcover);Lawrence Wright;https://goodreads.com/book/show/110890.The_Looming_Tower;19740;4,39;History;Nonfiction;Politics;War
The Great Zoo of China (Hardcover);Matthew Reilly;https://goodreads.com/book/show/21535767-the-great-zoo-of-china;10946;3,73;Thriller;Fiction;Fantasy;Action
Nexus (Nexus, #1);Ramez Naam;https://goodreads.com/book/show/13642710-nexus;15682;4,05;Science Fiction;Fiction;Science Fiction;Cyberpunk
Departure (Kindle Edition);A.G. Riddle;https://goodreads.com/book/show/41014635-departure;14966;3,81;Science Fiction;Fiction;Science Fiction;Time Travel
A Court of Thorns and Roses (A Court of Thorns and Roses, #1);Sarah J. Maas;https://goodreads.com/book/show/16096824-a-court-of-thorns-and-roses;325830;4,26;Fantasy;Young Adult;Romance;New Adult
Prudence (The Custard Protocol, #1);Gail Carriger;https://goodreads.com/book/show/12799420-prudence;12408;3,80;Science Fiction;Steampunk;Fantasy;Fantasy
The Girl on the Train (Hardcover);Paula Hawkins;https://goodreads.com/book/show/22557272-the-girl-on-the-train;1716714;3,91;Fiction;Mystery;Thriller;Mystery
Golden Son (Red Rising, #2);Pierce Brown;https://goodreads.com/book/show/18966819-golden-son;120097;4,45;Science Fiction;Fantasy;Science Fiction;Dystopia
Acceptance (Southern Reach, #3);Jeff VanderMeer;https://goodreads.com/book/show/18077752-acceptance;36116;3,57;Science Fiction;Fiction;Horror;Fantasy
The Eternal World (Hardcover);Christopher Farnsworth;https://goodreads.com/book/show/23460926-the-eternal-world;555;3,77;Thriller;Science Fiction;Fantasy;Fiction
Spellbound (Grimnoir Chronicles, #2);Larry Correia;https://goodreads.com/book/show/10822283-spellbound;9353;4,28;Fantasy;Urban Fantasy;Fantasy;Fiction
The Infinite Sea (The 5th Wave, #2);Rick Yancey;https://goodreads.com/book/show/16131484-the-infinite-sea;107390;3,90;Young Adult;Science Fiction;Science Fiction;Dystopia
Armada (Hardcover);Ernest Cline;https://goodreads.com/book/show/16278318-armada;86082;3,52;Science Fiction;Fiction;Young Adult;Audiobook
Sister Sable (The Mad Queen #1);T. Mountebank;https://goodreads.com/book/show/26022605-sister-sable;2656;3,49;Fantasy;Science Fiction;Fantasy;Paranormal
Queen of Shadows (Throne of Glass, #4);Sarah J. Maas;https://goodreads.com/book/show/18006496-queen-of-shadows;179838;4,58;Fantasy;Young Adult;Romance;Fantasy
The Traitor Baru Cormorant (The Masquerade, #1);Seth Dickinson;https://goodreads.com/book/show/23444482-the-traitor-baru-cormorant;9844;4,08;Fantasy;Fiction;LGBT;Science Fiction
Manners & Mutiny (Finishing School, #4);Gail Carriger;https://goodreads.com/book/show/18725742-manners-mutiny;11758;4,22;Science Fiction;Steampunk;Fantasy;Young Adult
A Song of Shadows (Charlie Parker, #13);John Connolly;https://goodreads.com/book/show/24565629-a-song-of-shadows;4646;4,31;Thriller;Mystery;Crime;Mystery
Soundless (Hardcover);Richelle Mead;https://goodreads.com/book/show/24751478-soundless;13710;3,37;Fantasy;Young Adult;Romance;Fantasy
Truthwitch (The Witchlands, #1);Susan Dennard;https://goodreads.com/book/show/21414439-truthwitch;32196;3,91;Fantasy;Young Adult;Fantasy;Magic
Fear Nothing (Moonlight Bay, #1);Dean Koontz;https://goodreads.com/book/show/32432.Fear_Nothing;32994;3,99;Horror;Fiction;Thriller;Mystery
Starters (Starters, #1);Lissa Price;https://goodreads.com/book/show/11861062-starters;38832;3,91;Young Adult;Science Fiction;Dystopia;Science Fiction
The Escape (John Puller, #3);David Baldacci;https://goodreads.com/book/show/20767918-the-escape;38096;4,16;Thriller;Fiction;Mystery;Suspense
Julius Caesar (Paperback);William Shakespeare;https://goodreads.com/book/show/13006.Julius_Caesar;153137;3,67;Classics;Plays;Fiction;Drama
Last to Die (Rizzoli & Isles, #10);Tess Gerritsen;https://goodreads.com/book/show/13272498-last-to-die;23828;4,12;Mystery;Thriller;Mystery;Crime
The Whiskey Rebels (Hardcover);David Liss;https://goodreads.com/book/show/2182488.The_Whiskey_Rebels;6423;3,89;Fiction;Historical;Historical Fiction;Mystery
The Sword of the Templars (Templar, #1);Paul Christopher;https://goodreads.com/book/show/6310562-the-sword-of-the-templars;5225;3,82;Thriller;Historical;Historical Fiction;Fiction
The 14th Colony (Cotton Malone, #11);Steve Berry;https://goodreads.com/book/show/25671826-the-14th-colony;9006;4,04;Thriller;Fiction;Mystery;Historical
Bankrupting the Third World (The Underground Knowledge Series, #6);James Morcan;https://goodreads.com/book/show/26722083-bankrupting-the-third-world;59;4,75;Nonfiction;Economics;European Literature;Spanish Literature
Long May She Reign (Hardcover);Rhiannon Thomas;https://goodreads.com/book/show/30320053-long-may-she-reign;5840;3,63;Fantasy;Young Adult;Mystery;Young Adult
The Bad War: The Truth NEVER Taught About World War II (Kindle Edition);M.S. King;https://goodreads.com/book/show/25091829-the-bad-war;225;3,53;History;War;World War II;North American Hi...
My Lady Jane (The Lady Janies, #1);Cynthia Hand;https://goodreads.com/book/show/22840421-my-lady-jane;30693;4,11;Historical;Historical Fiction;Fantasy;Young Adult
The Lost Book of Enki (Earth Chronicles #6.25);Zecharia Sitchin;https://goodreads.com/book/show/623381.The_Lost_Book_of_Enki;1076;4,13;Nonfiction;History;Fantasy;Mythology
Home (Myron Bolitar, #11);Harlan Coben;https://goodreads.com/book/show/29430007-home;35837;4,19;Mystery;Fiction;Thriller;Suspense
Penetration: The Question of Extraterrestrial and Human Telepathy (Paperback);Ingo Swann;https://goodreads.com/book/show/691686.Penetration;369;4,06;Fantasy;Paranormal;Science;Fantasy
Rise the Dark (Mark Novak, #2);Michael Koryta;https://goodreads.com/book/show/28118528-rise-the-dark;1976;3,75;Fiction;Mystery;Thriller;Thriller
The Seventh Plague (Sigma Force, #12);James Rollins;https://goodreads.com/book/show/29100224-the-seventh-plague;8956;4,02;Thriller;Fiction;Adventure;Mystery
The Cultural Cold War: The CIA and the World of Arts and Letters (Hardcover);Frances Stonor Saunders;https://goodreads.com/book/show/1224206.The_Cultural_Cold_War;345;3,99;History;Nonfiction;Politics;Art
Tower of Dawn (Throne of Glass, #6);Sarah J. Maas;https://goodreads.com/book/show/31450852-tower-of-dawn;83124;4,42;Fantasy;Young Adult;New Adult;Romance
The Ghost: The Secret Life of CIA Spymaster James Jesus Angleton (Hardcover);Jefferson Morley;https://goodreads.com/book/show/33574120-the-ghost;298;3,89;Biography;History;Nonfiction;Spy Thriller
The Midnight Line (Jack Reacher, #22);Lee Child;https://goodreads.com/book/show/33378951-the-midnight-line;45544;4,10;Fiction;Thriller;Mystery;Mystery
The Jewish Revolutionary Spirit: And Its Impact on World History (Hardcover);E. Michael Jones;https://goodreads.com/book/show/4329763-the-jewish-revolutionary-spirit;27;4,56;History;Politics;Religion;Judaism
The Whispering Room (Jane Hawk, #2);Dean Koontz;https://goodreads.com/book/show/34962255-the-whispering-room;10035;4,22;Thriller;Fiction;Mystery;Suspense
The Disappeared (Joe Pickett, #18);C.J. Box;https://goodreads.com/book/show/35534628-the-disappeared;8155;4,22;Mystery;Fiction;Thriller;Mystery
